"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","100004_at","Ints7","77065","integrator complex subunit 7",-0.153846572146522,6.79778640091508,-1.47399756307408,0.153402064016063,0.392709283881121,-6.19989546047269
"2","100005_at","Traf4","22032","TNF receptor associated factor 4",0.259621580377557,7.22918173441819,2.52071234943613,0.0187214636871872,0.105538613946423,-4.3562154406748
"3","100009_r_at","Sox2","20674","SRY (sex determining region Y)-box 2",-0.3559276239541,7.60337946971074,-1.49240111707635,0.14854643595428,0.384348447843654,-6.1739754566867
"4","100011_at","Klf3","16599","Kruppel-like factor 3 (basic)",0.466803682448105,5.33173605949942,3.08362830728709,0.0050608164813699,0.0401910097206602,-3.12636026012615
"5","100019_at","Vcan","13003","versican",-0.0829309436928627,6.12520492277465,-0.720599863857963,0.478075053487305,0.711052366517396,-7.01163982376425
"6","100023_at","Mybl2","17865","myeloblastosis oncogene-like 2",0.0979626433154648,6.62963013891026,0.654109323582345,0.519223689977376,0.742821005516613,-7.05809728469157
"7","100024_at","Shroom3","27428","shroom family member 3",-0.311360019592043,7.56243817698611,-1.55691025238151,0.132503878449749,0.35883595900175,-6.08102496718366
"8","100033_at","Msh2","17685","mutS homolog 2",-0.244979306332262,7.89183315283305,-2.18553965175869,0.0387799850751827,0.170379263908684,-5.02004613843792
"9","100037_at","Ddx18","66942","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18",0.090507393994816,5.74717032969329,0.582023532842635,0.565946357306868,0.773999755199915,-7.10355444676945
"10","100039_at","Cnpy2","56530","canopy FGF signaling regulator 2",-0.0253260290130708,8.25583416236692,-0.20784564085067,0.837092709292524,0.931647092397602,-7.25552543484824
"11","100041_at","Slc25a39","68066","solute carrier family 25, member 39",0.0849717638544361,7.62161354155044,0.684918326415199,0.499918441238513,0.725215018756669,-7.03710806666673
"12","100042_at","Hagh","14651","hydroxyacyl glutathione hydrolase",0.033749677043339,7.56323690775003,0.261338255437727,0.79604804165897,0.909291621338541,-7.24254795480593
"13","100047_at","Snap25","20614","synaptosomal-associated protein 25",-0.0677257135139815,10.0086100134159,-0.575675290250888,0.570161829841058,0.775420088583839,-7.10731104689708
"14","100050_at","Id1","15901","inhibitor of DNA binding 1, HLH protein",-0.264816518631883,6.9408657756141,-1.2736438226622,0.214914801183911,0.470004630528835,-6.46433066099929
"15","100051_at","Stom","13830","stomatin",-0.364515344322825,8.30302430645042,-2.78952448690397,0.0101401488067926,0.0681017401345084,-3.78460707485523
"16","100057_at","Nsmce1","67711","NSE1 homolog, SMC5-SMC6 complex component",0.249669458202997,6.87566958006544,1.98913101273045,0.0581317799435557,0.218222919164944,-5.37963796598469
