"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","100004_at","Ints7","77065","integrator complex subunit 7",-0.0650249925752631,6.79778640091508,-0.881057495883511,0.38697332764718,0.598049688182005,-7.50478276180885
"2","100005_at","Traf4","22032","TNF receptor associated factor 4",-0.05514426545483,7.22918173441819,-0.757177767838955,0.456269578484591,0.657379877555079,-7.60744323723973
"3","100009_r_at","Sox2","20674","SRY (sex determining region Y)-box 2",0.20710531739031,7.60337946971074,1.22808978026251,0.231251061111557,0.42598604562843,-7.14135603883241
"4","100011_at","Klf3","16599","Kruppel-like factor 3 (basic)",0.417493253178277,5.33173605949942,3.90024788280491,0.000671952938351616,0.00397328693981825,-1.76986718888686
"5","100019_at","Vcan","13003","versican",-0.0192749378890653,6.12520492277465,-0.236856634165134,0.814766078042722,0.907147865123003,-7.87294599239377
"6","100023_at","Mybl2","17865","myeloblastosis oncogene-like 2",-0.102830478106307,6.62963013891026,-0.971016695798549,0.341167742898558,0.548287303210681,-7.42112540348549
"7","100024_at","Shroom3","27428","shroom family member 3",0.399899922603677,7.56243817698611,2.82791955148575,0.0092728798031833,0.0357762171129909,-4.31080624758095
"8","100033_at","Msh2","17685","mutS homolog 2",-0.605628643017079,7.89183315283305,-7.6410087014119,6.76840249744361e-08,9.68950252265611e-07,7.50975608472143
"9","100037_at","Ddx18","66942","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18",0.1325275931631,5.74717032969329,1.20525181198606,0.239786274880327,0.435839908602502,-7.16858258274111
"10","100039_at","Cnpy2","56530","canopy FGF signaling regulator 2",0.262571064590313,8.25583416236692,3.04744364572371,0.00551910043501625,0.0235481618560693,-3.81706494273832
"11","100041_at","Slc25a39","68066","solute carrier family 25, member 39",0.296388496230926,7.62161354155044,3.37862891455842,0.00247045045889482,0.0120261749408392,-3.04265206410627
"12","100042_at","Hagh","14651","hydroxyacyl glutathione hydrolase",0.165314098987168,7.56323690775003,1.81033212644391,0.0827083240400428,0.204515128535379,-6.30415576262699
"13","100047_at","Snap25","20614","synaptosomal-associated protein 25",0.180807005674165,10.0086100134159,2.17347300837786,0.0397762953749035,0.118080789544052,-5.65880007995788
"14","100050_at","Id1","15901","inhibitor of DNA binding 1, HLH protein",-0.184504184555227,6.9408657756141,-1.25494340302461,0.221510942341721,0.415506492778019,-7.10876627219535
"15","100051_at","Stom","13830","stomatin",0.00783013785383169,8.30302430645042,0.0847420116498453,0.933165254883671,0.966936949822318,-7.89835147931666
"16","100057_at","Nsmce1","67711","NSE1 homolog, SMC5-SMC6 complex component",0.229059166088401,6.87566958006544,2.58083739548989,0.0163558367319293,0.0578704076889074,-4.84378956482545
"17","100064_f_at","Gja1","14609","gap junction protein, alpha 1",0.264016383354632,4.58965498429909,1.65667573104639,0.110524909940209,0.257221608588123,-6.5504305885414
"18","100066_at","Gart","14450","phosphoribosylglycinamide formyltransferase",-0.0985031651316763,6.84569047884517,-1.18027646939502,0.249388152966991,0.448116119616988,-7.19783800101006
"19","100068_at","Aldh1a1","11668","aldehyde dehydrogenase family 1, subfamily A1",-0.161502124744801,7.3875796133396,-1.44208378709644,0.162125623436151,0.335678792411726,-6.86478789039387
"20","100084_at","Ezr","22350","ezrin",-0.0772149973314775,5.54391165832257,-0.895286708015625,0.379472901435312,0.588967926906733,-7.49205542757984
"21","100089_at","Ppic","19038","peptidylprolyl isomerase C",0.109369943846948,5.04557372094975,1.12288485304287,0.27252847764476,0.475177858457531,-7.26298852485014
"22","100099_at","Smpd1","20597","sphingomyelin phosphodiesterase 1, acid lysosomal",0.370621684481506,9.96619819067448,4.86580166685039,5.75512739666387e-05,0.000450473281120165,0.673246954471047
"23","100101_at","Snrpa","53607","small nuclear ribonucleoprotein polypeptide A",0.239251232214301,8.59924820130903,3.36377428977404,0.00256231420147765,0.0124455261214629,-3.07804263899236
"24","100116_at","Pclaf","68026","PCNA clamp associated factor",0.344612908210475,5.62422654028062,3.51835156068586,0.00174928340474059,0.00889355301101758,-2.70715198642252
"25","100122_at","Gnb5","14697","guanine nucleotide binding protein (G protein), beta 5",-0.494292859110224,8.1215428950329,-5.11877155894137,3.02531601061663e-05,0.000245637598473947,1.31858723677241
"26","100123_f_at","Itgb1","16412","integrin beta 1 (fibronectin receptor beta)",0.073196968350274,8.54026790695036,0.775772996838164,0.445415821425806,0.648310921352879,-7.59297268535231
"27","100125_at","Pa2g4","18813","proliferation-associated 2G4",-0.237834748281143,5.10414585899185,-2.76715790761107,0.0106801660742736,0.0400690368579644,-4.44425549190468
"28","100127_at","Crabp2","12904","cellular retinoic acid binding protein II",0.00117388619936243,5.17990462550807,0.00929239702820153,0.992662201549435,0.994490308734609,-7.90204032179107
"29","100128_at","Cdk1","12534","cyclin-dependent kinase 1",-0.172384885570619,6.60977498991531,-1.81674868203541,0.0816909809838505,0.202512349359653,-6.2935062510376
"30","100131_at","Scg5","20394","secretogranin V",0.0524501250127294,6.7315675159835,0.47456237775119,0.639363115244329,0.803728560815516,-7.78551758408851
"31","100133_at","Fyn","14360","Fyn proto-oncogene",0.00670268687621522,7.44162142948989,0.0723748833490771,0.942899787420079,0.968801173685971,-7.8993616427685
"32","100134_at","Eng","13805","endoglin",-0.0745319532748976,7.28914868015072,-1.00003781869359,0.327209852300834,0.531746556091572,-7.39253175661861
"33","100138_f_at","Rbm14","56275","RNA binding motif protein 14",0.0704737978707239,7.10568849114818,0.976176737020281,0.338656772187668,0.546674433442407,-7.41609819109241
"34","100139_at","Pcsk1n","30052","proprotein convertase subtilisin/kexin type 1 inhibitor",-0.131688124467432,8.81187607640249,-0.7006198675989,0.490237497968128,0.686900705459528,-7.64939235691443
"35","100142_at","Dgcr2","13356","DiGeorge syndrome critical region gene 2",-0.00410495186326099,7.56508370754644,-0.0521756530953372,0.958818016299845,0.974931338070332,-7.90066968108738
"36","100144_at","Ncl","17975","nucleolin",0.0065612145985483,9.08602952250282,0.0818336346538977,0.935453626701285,0.967857122266584,-7.89860333338617
"37","100148_at","Ctcf","13018","CCCTC-binding factor",-0.171746265624672,7.31284152929782,-1.81720648506888,0.0816188105150678,0.202512349359653,-6.2927453449467
"38","100151_at","Serinc3","26943","serine incorporator 3",0.286984458576715,8.75622242610545,3.40824134193941,0.00229677272062825,0.0113295571664335,-2.97193659575458
"39","100153_at","Ncam1","17967","neural cell adhesion molecule 1",-0.255769611425917,9.58102838848639,-2.4169428488573,0.023565422025557,0.0784072757302938,-5.18203790338987
"40","100154_at","Tapbp","21356","TAP binding protein",-0.127609559466667,5.69816095027221,-0.992138188265948,0.330969646348032,0.536498848253355,-7.40039193061343
"41","100155_at","Ddr1","12305","discoidin domain receptor family, member 1",0.0972745858422552,8.40514339825888,0.973485823050676,0.339964643103888,0.547567034340534,-7.41872290892877
"42","100156_at","Mcm5","17218","minichromosome maintenance complex component 5",-0.00673743083018952,7.39469478468923,-0.0752836619255631,0.940609328357424,0.968747207877089,-7.8991383458278
"43","100213_f_at","Rpl41","67945","ribosomal protein L41",0.0834775992716104,12.6647704807915,0.942059895003466,0.355493185309705,0.563403620709336,-7.44887876414613
"44","100290_f_at","Haus6","230376","HAUS augmin-like complex, subunit 6",-0.0827232762555705,4.30543077115261,-0.523660313413021,0.60528861764294,0.779438063458256,-7.760292774129
"45","100317_at","Ppef2","19023","protein phosphatase, EF hand calcium-binding domain 2",-0.212301890749538,7.38632156307028,-2.14368815475258,0.0423350220326984,0.123481728714907,-5.71483470416652
"46","100331_g_at","Prdx2","21672","peroxiredoxin 2",0.359824934528369,10.4680128646016,4.56501817875352,0.000123919703808723,0.000898830918292606,-0.0935743721898223
"47","100343_f_at","Tuba1a","22142","tubulin, alpha 1A",0.0827289255798718,12.0244435230602,1.0727954323776,0.293968794593351,0.498684892667467,-7.31745536957153
"48","100346_at","Fgf9","14180","fibroblast growth factor 9",-0.0285792302144765,5.37031096484902,-0.305385752261242,0.762689660527659,0.879964316706355,-7.85368239524032
"49","100369_at","St6galnac6","50935","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",0.202060505585282,7.14552338165272,2.14817208513629,0.0419405893686394,0.123328003332648,-5.70643250723611
"50","100370_at","Slc12a5","57138","solute carrier family 12, member 5",0.0518249770643386,6.95023433340813,0.671834033811682,0.508067432300402,0.705073171355659,-7.66954279939785
"51","100381_at","Acta1","11459","actin, alpha 1, skeletal muscle",0.182616411123643,5.64127802149867,1.3149378099405,0.200883771044534,0.38889954252038,-7.0337328166548
"52","100386_at","Gnaz","14687","guanine nucleotide binding protein, alpha z subunit",-0.780129730284591,8.01417785569761,-4.15677170311434,0.000350736823696809,0.00227143847727458,-1.12782502842622
"53","100393_at","Vip","22353","vasoactive intestinal polypeptide",-0.157859189832272,5.19148447168803,-1.54431972223796,0.135517983639635,0.295478088576999,-6.71947251279096
"54","100395_at","Gli2","14633","GLI-Kruppel family member GLI2",0.0624148220185425,5.87960886308135,0.751207781417126,0.459787441750784,0.660280226541064,-7.61201802488756
"55","100397_at","Tyrobp","22177","TYRO protein tyrosine kinase binding protein",0.224722844783896,5.62109590327186,2.30349073885132,0.0301656140595005,0.0958253667058002,-5.40822996590553
"56","100398_at","Kif3a","16568","kinesin family member 3A",0.155614188474331,4.97349950912221,1.26903984638108,0.216524625298252,0.41172716033117,-7.09141118342262
"57","100405_at","Cbx3","12417","chromobox 3",-0.2141098079352,6.94421956597037,-1.04755198186725,0.305218966801216,0.508153383136531,-7.34404896889584
"58","100408_at","Pole3","59001","polymerase (DNA directed), epsilon 3 (p17 subunit)",0.000545980215948205,5.77455184997086,0.00544652988246024,0.995699071874068,0.996192683135923,-7.90206979794565
"59","100410_at","Larp7","28036","La ribonucleoprotein domain family, member 7",-0.178753134894098,5.50983940649055,-1.96305871076261,0.0612587499401379,0.163156719546806,-6.04307767866269
"60","100422_i_at","Stat5a","20850","signal transducer and activator of transcription 5A",-0.146033290320005,7.39154038739956,-1.55432522667223,0.133118178416679,0.292001165559166,-6.70481023380977
"61","100427_at","Ptpro","19277","protein tyrosine phosphatase, receptor type, O",0.0205245190065186,7.14396268242384,0.218396000257,0.828956014624899,0.914344568779635,-7.87730690154501
"62","100440_f_at","Ank1","11733","ankyrin 1, erythroid",-0.107313112700774,7.94687611031036,-1.50057125813574,0.146431154895274,0.312199120649154,-6.78266616874294
"63","100453_at","Camk2b","12323","calcium/calmodulin-dependent protein kinase II, beta",1.64694293050635,8.73583519530484,20.0311934493349,1.499726999414e-16,1.48336634123857e-14,27.8900091983876
"64","100454_at","Ptpru","19273","protein tyrosine phosphatase, receptor type, U",-0.413084786877034,8.24736410482426,-5.31531944336007,1.83956810086698e-05,0.000154552130790986,1.81911799629542
"65","100455_at","Snap91","20616","synaptosomal-associated protein 91",-0.217934437644446,7.15903321441933,-1.80426998335517,0.0836794816901613,0.206342712389949,-6.31419071996363
"66","100459_at","Rad50","19360","RAD50 double strand break repair protein",-0.149138531947045,5.69419335516,-1.77676438002097,0.0882100476291813,0.215668610832695,-6.35939872549513
"67","100461_at","Polr2j","20022","polymerase (RNA) II (DNA directed) polypeptide J",-0.0228088235101138,7.66735453375979,-0.283098280398821,0.779514581331197,0.890893140661189,-7.86047831730693
"68","100465_i_at","Gm1673","381633","predicted gene 1673",0.0363453269457183,8.13431130319126,0.262751626656815,0.794971094885703,0.898624142764458,-7.86623585170712
"69","100472_at","Enah","13800","ENAH actin regulator",0.00948310369899019,5.67193759916427,0.0887239306549332,0.930033153928861,0.965886020568345,-7.89799240625386
"70","100474_at","St8sia2","20450","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",-0.0560610483098563,7.40024550747146,-0.711004926379482,0.483893804213757,0.68164182379925,-7.6419234346631
